# Hop_Value_(h)	PDF
5.98943664	0.00010610
6.00049422	0.00010218
6.01155180	0.00010729
6.02260938	0.00012035
6.03366696	0.00013805
6.04472454	0.00015523
6.05578213	0.00016701
6.06683971	0.00017130
6.07789729	0.00016982
6.08895487	0.00016629
6.10001245	0.00016313
6.11107003	0.00015988
6.12212761	0.00015510
6.13318520	0.00014876
6.14424278	0.00014176
6.15530036	0.00013382
6.16635794	0.00012357
6.17741552	0.00011090
6.18847310	0.00009841
6.19953069	0.00009003
6.21058827	0.00008883
6.22164585	0.00009581
6.23270343	0.00010952
6.24376101	0.00012611
6.25481859	0.00014040
6.26587618	0.00014794
6.27693376	0.00014697
6.28799134	0.00013880
6.29904892	0.00012655
6.31010650	0.00011313
6.32116408	0.00010016
6.33222166	0.00008827
6.34327925	0.00007786
6.35433683	0.00006905
6.36539441	0.00006173
6.37645199	0.00005576
6.38750957	0.00005146
6.39856715	0.00004974
6.40962474	0.00005200
6.42068232	0.00005936
6.43173990	0.00007133
6.44279748	0.00008560
6.45385506	0.00009918
6.46491264	0.00010958
6.47597023	0.00011493
6.48702781	0.00011391
6.49808539	0.00010657
6.50914297	0.00009512
6.52020055	0.00008294
6.53125813	0.00007297
6.54231571	0.00006689
6.55337330	0.00006554
6.56443088	0.00006889
6.57548846	0.00007533
6.58654604	0.00008175
6.59760362	0.00008537
6.60866120	0.00008583
6.61971879	0.00008518
6.63077637	0.00008579
6.64183395	0.00008887
6.65289153	0.00009434
6.66394911	0.00010118
6.67500669	0.00010709
6.68606428	0.00010881
6.69712186	0.00010414
6.70817944	0.00009380
6.71923702	0.00008127
6.73029460	0.00007062
6.74135218	0.00006428
6.75240976	0.00006217
6.76346735	0.00006257
6.77452493	0.00006380
6.78558251	0.00006533
6.79664009	0.00006692
6.80769767	0.00006759
6.81875525	0.00006638
6.82981284	0.00006400
6.84087042	0.00006255
6.85192800	0.00006296
6.86298558	0.00006348
6.87404316	0.00006168
6.88510074	0.00005749
6.89615833	0.00005373
6.90721591	0.00005371
6.91827349	0.00005882
6.92933107	0.00006795
6.94038865	0.00007815
6.95144623	0.00008574
6.96250381	0.00008764
6.97356140	0.00008254
6.98461898	0.00007135
6.99567656	0.00005678
7.00673414	0.00004225
7.01779172	0.00003082
7.02884930	0.00002424
7.03990689	0.00002261
7.05096447	0.00002466
7.06202205	0.00002832
7.07307963	0.00003152
7.08413721	0.00003316
7.09519479	0.00003387
7.10625238	0.00003574
7.11730996	0.00004068
7.12836754	0.00004860
7.13942512	0.00005750
7.15048270	0.00006527
7.16154028	0.00007131
7.17259786	0.00007586
7.18365545	0.00007836
7.19471303	0.00007714
7.20577061	0.00007105
7.21682819	0.00006078
7.22788577	0.00004831
7.23894335	0.00003590
7.25000094	0.00002571
7.26105852	0.00001961
7.27211610	0.00001832
7.28317368	0.00002074
7.29423126	0.00002444
7.30528884	0.00002719
7.31634643	0.00002826
7.32740401	0.00002859
7.33846159	0.00003000
7.34951917	0.00003396
7.36057675	0.00004040
7.37163433	0.00004748
7.38269191	0.00005268
7.39374950	0.00005441
7.40480708	0.00005269
7.41586466	0.00004879
7.42692224	0.00004454
7.43797982	0.00004167
7.44903740	0.00004080
7.46009499	0.00004094
7.47115257	0.00004025
7.48221015	0.00003773
7.49326773	0.00003411
7.50432531	0.00003126
7.51538289	0.00003076
7.52644048	0.00003279
7.53749806	0.00003589
7.54855564	0.00003780
7.55961322	0.00003682
7.57067080	0.00003273
7.58172838	0.00002690
7.59278596	0.00002148
7.60384355	0.00001815
7.61490113	0.00001727
7.62595871	0.00001797
7.63701629	0.00001912
7.64807387	0.00002023
7.65913145	0.00002171
7.67018904	0.00002419
7.68124662	0.00002755
7.69230420	0.00003090
7.70336178	0.00003350
7.71441936	0.00003553
7.72547694	0.00003768
7.73653453	0.00003971
7.74759211	0.00004026
7.75864969	0.00003813
7.76970727	0.00003370
7.78076485	0.00002884
7.79182243	0.00002560
7.80288002	0.00002502
7.81393760	0.00002697
7.82499518	0.00003032
7.83605276	0.00003332
7.84711034	0.00003434
7.85816792	0.00003287
7.86922550	0.00002992
7.88028309	0.00002715
7.89134067	0.00002546
7.90239825	0.00002450
7.91345583	0.00002320
7.92451341	0.00002071
7.93557099	0.00001706
7.94662858	0.00001319
7.95768616	0.00001042
7.96874374	0.00000963
7.97980132	0.00001076
7.99085890	0.00001293
8.00191648	0.00001512
8.01297407	0.00001670
8.02403165	0.00001763
8.03508923	0.00001821
8.04614681	0.00001866
8.05720439	0.00001879
8.06826197	0.00001808
8.07931955	0.00001623
8.09037714	0.00001387
8.10143472	0.00001237
8.11249230	0.00001289
8.12354988	0.00001540
8.13460746	0.00001872
8.14566504	0.00002150
8.15672263	0.00002311
8.16778021	0.00002386
8.17883779	0.00002458
8.18989537	0.00002580
8.20095295	0.00002717
8.21201053	0.00002767
8.22306812	0.00002659
8.23412570	0.00002422
8.24518328	0.00002176
8.25624086	0.00002028
8.26729844	0.00001992
8.27835602	0.00001992
8.28941360	0.00001925
8.30047119	0.00001726
8.31152877	0.00001405
8.32258635	0.00001062
8.33364393	0.00000869
8.34470151	0.00000988
8.35575909	0.00001485
8.36681668	0.00002252
8.37787426	0.00003018
8.38893184	0.00003479
8.39998942	0.00003499
8.41104700	0.00003193
8.42210458	0.00002797
8.43316217	0.00002462
8.44421975	0.00002180
8.45527733	0.00001884
8.46633491	0.00001568
8.47739249	0.00001284
8.48845007	0.00001083
8.49950765	0.00001006
8.51056524	0.00001110
8.52162282	0.00001453
8.53268040	0.00002024
8.54373798	0.00002709
8.55479556	0.00003329
8.56585314	0.00003703
8.57691073	0.00003688
8.58796831	0.00003237
8.59902589	0.00002463
8.61008347	0.00001622
8.62114105	0.00000982
8.63219863	0.00000687
8.64325622	0.00000714
8.65431380	0.00000916
8.66537138	0.00001107
8.67642896	0.00001143
8.68748654	0.00000998
8.69854412	0.00000767
8.70960170	0.00000589
8.72065929	0.00000537
8.73171687	0.00000587
8.74277445	0.00000649
8.75383203	0.00000661
8.76488961	0.00000635
8.77594719	0.00000628
8.78700478	0.00000661
8.79806236	0.00000708
8.80911994	0.00000757
8.82017752	0.00000876
8.83123510	0.00001194
8.84229268	0.00001783
8.85335027	0.00002567
8.86440785	0.00003301
8.87546543	0.00003682
8.88652301	0.00003522
8.89758059	0.00002882
8.90863817	0.00002060
8.91969575	0.00001405
8.93075334	0.00001109
8.94181092	0.00001120
8.95286850	0.00001217
8.96392608	0.00001189
8.97498366	0.00000971
8.98604124	0.00000648
8.99709883	0.00000351
9.00815641	0.00000154
9.01921399	0.00000055
9.03027157	0.00000018
9.04132915	0.00000011
9.05238673	0.00000025
9.06344432	0.00000072
9.07450190	0.00000171
9.08555948	0.00000336
9.09661706	0.00000552
9.10767464	0.00000772
9.11873222	0.00000944
9.12978980	0.00001042
9.14084739	0.00001072
9.15190497	0.00001053
9.16296255	0.00000997
9.17402013	0.00000895
9.18507771	0.00000736
9.19613529	0.00000533
9.20719288	0.00000333
9.21825046	0.00000190
9.22930804	0.00000140
9.24036562	0.00000204
9.25142320	0.00000402
9.26248078	0.00000738
9.27353837	0.00001173
9.28459595	0.00001617
9.29565353	0.00001946
9.30671111	0.00002060
9.31776869	0.00001944
9.32882627	0.00001689
9.33988385	0.00001433
9.35094144	0.00001271
9.36199902	0.00001192
9.37305660	0.00001120
9.38411418	0.00000982
9.39517176	0.00000764
9.40622934	0.00000513
9.41728693	0.00000291
9.42834451	0.00000137
9.43940209	0.00000054
9.45045967	0.00000017
9.46151725	0.00000004
9.47257483	0.00000001
9.48363242	0.00000001
9.49469000	0.00000004
9.50574758	0.00000016
9.51680516	0.00000050
9.52786274	0.00000125
9.53892032	0.00000254
9.54997790	0.00000418
9.56103549	0.00000564
9.57209307	0.00000635
9.58315065	0.00000624
9.59420823	0.00000588
9.60526581	0.00000589
9.61632339	0.00000626
9.62738098	0.00000634
9.63843856	0.00000560
9.64949614	0.00000411
9.66055372	0.00000248
9.67161130	0.00000121
9.68266888	0.00000048
9.69372647	0.00000015
9.70478405	0.00000004
9.71584163	0.00000001
9.72689921	0.00000000
9.73795679	0.00000000
9.74901437	0.00000000
9.76007195	0.00000000
9.77112954	0.00000000
9.78218712	0.00000000
9.79324470	0.00000001
9.80430228	0.00000003
9.81535986	0.00000012
9.82641744	0.00000038
9.83747503	0.00000101
9.84853261	0.00000215
9.85959019	0.00000374
9.87064777	0.00000530
9.88170535	0.00000622
9.89276293	0.00000628
9.90382052	0.00000601
9.91487810	0.00000633
9.92593568	0.00000768
9.93699326	0.00000958
9.94805084	0.00001092
9.95910842	0.00001083
9.97016601	0.00000933
9.98122359	0.00000734
9.99228117	0.00000605
10.00333875	0.00000615
10.01439633	0.00000742
10.02545391	0.00000902
10.03651149	0.00001003
10.04756908	0.00000994
10.05862666	0.00000885
10.06968424	0.00000737
10.08074182	0.00000630
10.09179940	0.00000607
10.10285698	0.00000634
10.11391457	0.00000628
10.12497215	0.00000539
10.13602973	0.00000384
10.14708731	0.00000223
10.15814489	0.00000105
10.16920247	0.00000040
10.18026006	0.00000013
10.19131764	0.00000003
10.20237522	0.00000001
10.21343280	0.00000000
10.22449038	0.00000000
10.23554796	0.00000000
10.24660554	0.00000000
10.25766313	0.00000000
10.26872071	0.00000000
10.27977829	0.00000000
10.29083587	0.00000000
10.30189345	0.00000000
10.31295103	0.00000000
10.32400862	0.00000000
10.33506620	0.00000000
10.34612378	0.00000000
10.35718136	0.00000000
10.36823894	0.00000000
10.37929652	0.00000002
10.39035411	0.00000007
10.40141169	0.00000025
10.41246927	0.00000072
10.42352685	0.00000166
10.43458443	0.00000311
10.44564201	0.00000473
10.45669959	0.00000582
10.46775718	0.00000583
10.47881476	0.00000477
10.48987234	0.00000330
10.50092992	0.00000227
10.51198750	0.00000220
10.52304508	0.00000312
10.53410267	0.00000457
10.54516025	0.00000574
10.55621783	0.00000589
10.56727541	0.00000492
10.57833299	0.00000333
10.58939057	0.00000183
10.60044816	0.00000082
10.61150574	0.00000029
10.62256332	0.00000009
10.63362090	0.00000004
10.64467848	0.00000007
10.65573606	0.00000023
10.66679364	0.00000067
10.67785123	0.00000157
10.68890881	0.00000299
10.69996639	0.00000461
10.71102397	0.00000577
10.72208155	0.00000586
10.73313913	0.00000482
10.74419672	0.00000321
10.75525430	0.00000174
10.76631188	0.00000076
10.77736946	0.00000027
10.78842704	0.00000008
10.79948462	0.00000002
10.81054221	0.00000000
10.82159979	0.00000000
10.83265737	0.00000000
10.84371495	0.00000000
10.85477253	0.00000000
10.86583011	0.00000000
10.87688769	0.00000000
10.88794528	0.00000000
10.89900286	0.00000000
10.91006044	0.00000000
10.92111802	0.00000000
10.93217560	0.00000000
10.94323318	0.00000000
10.95429077	0.00000000
10.96534835	0.00000001
10.97640593	0.00000004
10.98746351	0.00000014
10.99852109	0.00000043
11.00957867	0.00000112
11.02063626	0.00000232
11.03169384	0.00000393
11.04275142	0.00000538
11.05380900	0.00000597
