# Hop_Value_(h)	PDF
1.00977199	0.13860373
1.02082842	0.13517594
1.03188484	0.13172385
1.04294127	0.12829802
1.05399770	0.12497756
1.06505413	0.12177830
1.07611056	0.11871122
1.08716699	0.11584127
1.09822341	0.11323074
1.10927984	0.11085283
1.12033627	0.10860204
1.13139270	0.10637006
1.14244913	0.10407214
1.15350556	0.10163328
1.16456198	0.09903373
1.17561841	0.09638561
1.18667484	0.09389707
1.19773127	0.09170835
1.20878770	0.08977578
1.21984413	0.08793024
1.23090056	0.08601826
1.24195698	0.08397301
1.25301341	0.08180757
1.26406984	0.07960371
1.27512627	0.07749572
1.28618270	0.07560961
1.29723913	0.07398342
1.30829555	0.07253603
1.31935198	0.07111511
1.33040841	0.06960164
1.34146484	0.06800255
1.35252127	0.06644467
1.36357770	0.06505495
1.37463413	0.06384128
1.38569055	0.06269622
1.39674698	0.06150066
1.40780341	0.06021336
1.41885984	0.05888892
1.42991627	0.05763020
1.44097270	0.05649855
1.45202912	0.05544983
1.46308555	0.05437528
1.47414198	0.05321766
1.48519841	0.05203230
1.49625484	0.05092637
1.50731127	0.04995106
1.51836769	0.04905841
1.52942412	0.04815406
1.54048055	0.04718535
1.55153698	0.04617505
1.56259341	0.04517606
1.57364984	0.04421854
1.58470627	0.04331250
1.59576269	0.04247374
1.60681912	0.04171819
1.61787555	0.04103611
1.62893198	0.04038823
1.63998841	0.03973174
1.65104484	0.03905191
1.66210126	0.03836682
1.67315769	0.03769287
1.68421412	0.03700712
1.69527055	0.03625681
1.70632698	0.03541310
1.71738341	0.03451535
1.72843983	0.03366151
1.73949626	0.03294172
1.75055269	0.03236535
1.76160912	0.03185799
1.77266555	0.03133558
1.78372198	0.03076106
1.79477841	0.03012820
1.80583483	0.02943528
1.81689126	0.02870074
1.82794769	0.02797656
1.83900412	0.02732369
1.85006055	0.02678400
1.86111698	0.02637216
1.87217340	0.02606837
1.88322983	0.02581460
1.89428626	0.02554189
1.90534269	0.02521291
1.91639912	0.02482972
1.92745555	0.02440055
1.93851197	0.02391937
1.94956840	0.02339001
1.96062483	0.02284822
1.97168126	0.02233481
1.98273769	0.02186044
1.99379412	0.02141757
2.00485055	0.02100902
2.01590697	0.02064122
2.02696340	0.02030633
2.03801983	0.01999186
2.04907626	0.01969270
2.06013269	0.01939348
2.07118912	0.01905447
2.08224554	0.01864347
2.09330197	0.01818349
2.10435840	0.01775315
2.11541483	0.01743433
2.12647126	0.01725607
2.13752769	0.01717381
2.14858412	0.01709102
2.15964054	0.01691049
2.17069697	0.01658633
2.18175340	0.01614774
2.19280983	0.01568284
2.20386626	0.01528791
2.21492269	0.01501102
2.22597911	0.01483341
2.23703554	0.01469686
2.24809197	0.01454182
2.25914840	0.01433187
2.27020483	0.01406565
2.28126126	0.01377144
2.29231768	0.01348239
2.30337411	0.01321768
2.31443054	0.01298781
2.32548697	0.01279981
2.33654340	0.01264337
2.34759983	0.01248909
2.35865626	0.01231789
2.36971268	0.01213976
2.38076911	0.01197044
2.39182554	0.01180386
2.40288197	0.01161870
2.41393840	0.01140006
2.42499483	0.01114635
2.43605125	0.01086489
2.44710768	0.01057057
2.45816411	0.01028550
2.46922054	0.01003065
2.48027697	0.00981336
2.49133340	0.00962625
2.50238982	0.00945788
2.51344625	0.00929353
2.52450268	0.00910623
2.53555911	0.00887052
2.54661554	0.00859753
2.55767197	0.00833987
2.56872840	0.00814886
2.57978482	0.00803806
2.59084125	0.00799395
2.60189768	0.00800184
2.61295411	0.00804351
2.62401054	0.00808229
2.63506697	0.00807287
2.64612339	0.00798998
2.65717982	0.00784225
2.66823625	0.00765824
2.67929268	0.00746069
2.69034911	0.00725661
2.70140554	0.00705090
2.71246196	0.00685973
2.72351839	0.00670229
2.73457482	0.00658196
2.74563125	0.00648197
2.75668768	0.00638348
2.76774411	0.00628944
2.77880054	0.00622602
2.78985696	0.00621336
2.80091339	0.00623500
2.81196982	0.00624132
2.82302625	0.00618564
2.83408268	0.00605802
2.84513911	0.00588904
2.85619553	0.00572631
2.86725196	0.00560330
2.87830839	0.00552090
2.88936482	0.00545617
2.90042125	0.00538932
2.91147768	0.00531664
2.92253411	0.00523797
2.93359053	0.00514526
2.94464696	0.00503126
2.95570339	0.00490193
2.96675982	0.00477331
2.97781625	0.00465946
2.98887268	0.00456904
2.99992910	0.00451107
3.01098553	0.00449372
3.02204196	0.00451139
3.03309839	0.00453592
3.04415482	0.00452782
3.05521125	0.00446296
3.06626767	0.00434957
3.07732410	0.00421809
3.08838053	0.00409750
3.09943696	0.00400275
3.11049339	0.00393425
3.12154982	0.00387920
3.13260625	0.00381757
3.14366267	0.00373718
3.15471910	0.00364700
3.16577553	0.00357343
3.17683196	0.00353950
3.18788839	0.00354566
3.19894482	0.00357180
3.21000124	0.00359591
3.22105767	0.00360717
3.23211410	0.00360342
3.24317053	0.00358187
3.25422696	0.00353405
3.26528339	0.00344967
3.27633981	0.00332677
3.28739624	0.00317894
3.29845267	0.00303043
3.30950910	0.00290222
3.32056553	0.00280259
3.33162196	0.00273064
3.34267839	0.00268613
3.35373481	0.00267140
3.36479124	0.00268058
3.37584767	0.00269265
3.38690410	0.00268576
3.39796053	0.00265917
3.40901696	0.00263233
3.42007338	0.00262002
3.43112981	0.00261505
3.44218624	0.00259743
3.45324267	0.00255320
3.46429910	0.00248047
3.47535553	0.00238574
3.48641195	0.00228282
3.49746838	0.00219161
3.50852481	0.00212958
3.51958124	0.00210211
3.53063767	0.00210167
3.54169410	0.00211392
3.55275053	0.00212228
3.56380695	0.00211163
3.57486338	0.00207586
3.58591981	0.00202374
3.59697624	0.00197565
3.60803267	0.00195164
3.61908910	0.00195656
3.63014552	0.00197265
3.64120195	0.00197117
3.65225838	0.00193638
3.66331481	0.00187738
3.67437124	0.00181779
3.68542767	0.00177694
3.69648410	0.00175666
3.70754052	0.00174061
3.71859695	0.00171071
3.72965338	0.00166917
3.74070981	0.00164058
3.75176624	0.00164656
3.76282267	0.00167976
3.77387909	0.00170786
3.78493552	0.00170295
3.79599195	0.00166318
3.80704838	0.00160628
3.81810481	0.00154945
3.82916124	0.00149972
3.84021766	0.00145817
3.85127409	0.00142508
3.86233052	0.00140038
3.87338695	0.00138237
3.88444338	0.00136727
3.89549981	0.00135027
3.90655624	0.00132874
3.91761266	0.00130385
3.92866909	0.00127819
3.93972552	0.00125418
3.95078195	0.00123464
3.96183838	0.00122052
3.97289481	0.00120760
3.98395123	0.00118991
3.99500766	0.00116822
4.00606409	0.00115194
4.01712052	0.00114979
4.02817695	0.00115897
4.03923338	0.00116660
4.05028980	0.00116229
4.06134623	0.00114662
4.07240266	0.00112742
4.08345909	0.00111137
4.09451552	0.00110059
4.10557195	0.00109443
4.11662838	0.00109020
4.12768480	0.00108148
4.13874123	0.00106035
4.14979766	0.00102496
4.16085409	0.00098272
4.17191052	0.00094472
4.18296695	0.00091967
4.19402337	0.00091167
4.20507980	0.00091696
4.21613623	0.00092125
4.22719266	0.00090738
4.23824909	0.00087062
4.24930552	0.00082372
4.26036194	0.00078425
4.27141837	0.00075987
4.28247480	0.00074767
4.29353123	0.00074387
4.30458766	0.00074965
4.31564409	0.00076744
4.32670052	0.00079459
4.33775694	0.00082161
4.34881337	0.00083611
4.35986980	0.00082871
4.37092623	0.00079721
4.38198266	0.00074736
4.39303909	0.00069184
4.40409551	0.00064740
4.41515194	0.00062756
4.42620837	0.00063345
4.43726480	0.00065168
4.44832123	0.00066370
4.45937766	0.00065841
4.47043409	0.00063676
4.48149051	0.00060661
4.49254694	0.00057489
4.50360337	0.00054478
4.51465980	0.00051853
4.52571623	0.00050008
4.53677266	0.00049260
4.54782908	0.00049469
4.55888551	0.00050194
4.56994194	0.00051179
4.58099837	0.00052468
4.59205480	0.00054071
4.60311123	0.00055711
4.61416765	0.00056925
4.62522408	0.00057318
4.63628051	0.00056741
4.64733694	0.00055350
4.65839337	0.00053552
4.66944980	0.00051884
4.68050623	0.00050742
4.69156265	0.00050025
4.70261908	0.00049119
4.71367551	0.00047458
4.72473194	0.00045128
4.73578837	0.00042769
4.74684480	0.00040949
4.75790122	0.00039717
4.76895765	0.00038666
4.78001408	0.00037309
4.79107051	0.00035452
4.80212694	0.00033294
4.81318337	0.00031238
4.82423979	0.00029727
4.83529622	0.00029205
4.84635265	0.00029958
4.85740908	0.00031832
4.86846551	0.00034180
4.87952194	0.00036165
4.89057837	0.00037184
4.90163479	0.00037194
4.91269122	0.00036745
4.92374765	0.00036513
4.93480408	0.00036675
4.94586051	0.00036861
4.95691694	0.00036779
4.96797336	0.00036636
4.97902979	0.00036815
4.99008622	0.00037273
5.00114265	0.00037431
5.01219908	0.00036592
5.02325551	0.00034537
5.03431193	0.00031878
5.04536836	0.00029777
5.05642479	0.00029030
5.06748122	0.00029394
5.07853765	0.00029937
5.08959408	0.00030096
5.10065051	0.00030239
5.11170693	0.00031125
5.12276336	0.00032919
5.13381979	0.00034882
5.14487622	0.00036050
5.15593265	0.00036074
5.16698908	0.00035228
5.17804550	0.00033729
5.18910193	0.00031473
5.20015836	0.00028556
5.21121479	0.00025646
5.22227122	0.00023563
5.23332765	0.00022765
5.24438408	0.00023293
5.25544050	0.00024812
5.26649693	0.00026547
5.27755336	0.00027545
5.28860979	0.00027349
5.29966622	0.00026329
5.31072265	0.00025208
5.32177907	0.00024343
5.33283550	0.00023611
5.34389193	0.00022859
5.35494836	0.00022173
5.36600479	0.00021625
5.37706122	0.00021049
5.38811764	0.00020303
5.39917407	0.00019611
5.41023050	0.00019331
5.42128693	0.00019320
5.43234336	0.00018853
5.44339979	0.00017380
5.45445622	0.00015306
5.46551264	0.00013749
5.47656907	0.00013494
5.48762550	0.00014343
5.49868193	0.00015546
5.50973836	0.00016629
5.52079479	0.00017621
5.53185121	0.00018674
5.54290764	0.00019743
5.55396407	0.00020637
5.56502050	0.00021217
5.57607693	0.00021479
5.58713336	0.00021538
5.59818978	0.00021493
5.60924621	0.00021270
5.62030264	0.00020692
5.63135907	0.00019811
5.64241550	0.00019089
5.65347193	0.00019015
5.66452836	0.00019487
5.67558478	0.00019728
5.68664121	0.00018979
5.69769764	0.00017235
5.70875407	0.00015192
5.71981050	0.00013521
5.73086693	0.00012404
5.74192335	0.00011745
5.75297978	0.00011613
5.76403621	0.00012295
5.77509264	0.00013986
5.78614907	0.00016498
5.79720550	0.00019227
5.80826192	0.00021311
5.81931835	0.00021964
5.83037478	0.00020985
5.84143121	0.00018981
5.85248764	0.00016926
5.86354407	0.00015492
5.87460050	0.00014869
5.88565692	0.00015005
5.89671335	0.00015729
5.90776978	0.00016716
5.91882621	0.00017562
5.92988264	0.00017962
5.94093907	0.00017789
5.95199549	0.00017071
5.96305192	0.00015955
5.97410835	0.00014613
5.98516478	0.00013169
5.99622121	0.00011748
6.00727764	0.00010524
6.01833407	0.00009661
6.02939049	0.00009203
6.04044692	0.00009057
6.05150335	0.00009066
6.06255978	0.00009167
6.07361621	0.00009521
6.08467264	0.00010388
6.09572906	0.00011770
6.10678549	0.00013164
6.11784192	0.00013802
6.12889835	0.00013248
6.13995478	0.00011770
6.15101121	0.00010089
6.16206763	0.00008840
6.17312406	0.00008314
6.18418049	0.00008547
6.19523692	0.00009342
6.20629335	0.00010194
6.21734978	0.00010468
6.22840621	0.00009819
6.23946263	0.00008455
6.25051906	0.00006994
6.26157549	0.00006080
6.27263192	0.00006014
6.28368835	0.00006605
6.29474478	0.00007367
6.30580120	0.00007858
6.31685763	0.00007907
6.32791406	0.00007652
6.33897049	0.00007443
6.35002692	0.00007627
6.36108335	0.00008297
6.37213977	0.00009195
6.38319620	0.00009845
6.39425263	0.00009835
6.40530906	0.00009047
6.41636549	0.00007706
6.42742192	0.00006263
6.43847835	0.00005232
6.44953477	0.00004971
6.46059120	0.00005467
6.47164763	0.00006288
6.48270406	0.00006865
6.49376049	0.00006881
6.50481692	0.00006413
6.51587334	0.00005723
6.52692977	0.00005006
6.53798620	0.00004372
6.54904263	0.00003958
6.56009906	0.00003971
6.57115549	0.00004606
6.58221191	0.00005866
6.59326834	0.00007395
6.60432477	0.00008538
6.61538120	0.00008769
6.62643763	0.00008095
6.63749406	0.00007020
6.64855049	0.00006095
6.65960691	0.00005514
6.67066334	0.00005100
6.68171977	0.00004643
6.69277620	0.00004223
6.70383263	0.00004175
6.71488906	0.00004703
6.72594548	0.00005582
6.73700191	0.00006301
6.74805834	0.00006522
6.75911477	0.00006339
6.77017120	0.00006109
6.78122763	0.00006103
6.79228406	0.00006346
6.80334048	0.00006700
6.81439691	0.00006987
6.82545334	0.00007034
6.83650977	0.00006707
6.84756620	0.00005997
6.85862263	0.00005062
6.86967905	0.00004133
6.88073548	0.00003369
6.89179191	0.00002871
6.90284834	0.00002746
6.91390477	0.00003064
6.92496120	0.00003739
6.93601762	0.00004537
6.94707405	0.00005214
6.95813048	0.00005626
6.96918691	0.00005745
6.98024334	0.00005638
6.99129977	0.00005429
7.00235620	0.00005205
7.01341262	0.00004923
7.02446905	0.00004473
7.03552548	0.00003842
7.04658191	0.00003187
7.05763834	0.00002717
7.06869477	0.00002545
7.07975119	0.00002648
7.09080762	0.00002896
7.10186405	0.00003050
7.11292048	0.00002878
7.12397691	0.00002377
7.13503334	0.00001880
7.14608976	0.00001835
7.15714619	0.00002450
7.16820262	0.00003501
7.17925905	0.00004449
7.19031548	0.00004801
7.20137191	0.00004435
7.21242834	0.00003607
7.22348476	0.00002691
7.23454119	0.00001966
7.24559762	0.00001547
7.25665405	0.00001404
7.26771048	0.00001420
7.27876691	0.00001513
7.28982333	0.00001718
7.30087976	0.00002147
7.31193619	0.00002837
7.32299262	0.00003601
7.33404905	0.00004058
7.34510548	0.00003884
7.35616190	0.00003096
7.36721833	0.00002071
7.37827476	0.00001251
7.38933119	0.00000834
7.40038762	0.00000722
7.41144405	0.00000691
7.42250048	0.00000587
7.43355690	0.00000406
7.44461333	0.00000228
7.45566976	0.00000124
7.46672619	0.00000133
7.47778262	0.00000290
7.48883905	0.00000630
7.49989547	0.00001126
7.51095190	0.00001635
7.52200833	0.00001956
7.53306476	0.00001999
7.54412119	0.00001860
7.55517762	0.00001701
7.56623405	0.00001569
7.57729047	0.00001385
7.58834690	0.00001083
7.59940333	0.00000723
7.61045976	0.00000438
7.62151619	0.00000357
7.63257262	0.00000566
7.64362904	0.00001106
7.65468547	0.00001893
7.66574190	0.00002660
7.67679833	0.00003045
7.68785476	0.00002843
7.69891119	0.00002194
7.70996761	0.00001488
7.72102404	0.00001088
7.73208047	0.00001110
7.74313690	0.00001414
7.75419333	0.00001717
7.76524976	0.00001777
7.77630619	0.00001524
7.78736261	0.00001087
7.79841904	0.00000680
7.80947547	0.00000464
7.82053190	0.00000461
7.83158833	0.00000581
7.84264476	0.00000690
7.85370118	0.00000723
7.86475761	0.00000742
7.87581404	0.00000881
7.88687047	0.00001220
7.89792690	0.00001694
7.90898333	0.00002129
7.92003975	0.00002360
7.93109618	0.00002357
7.94215261	0.00002271
7.95320904	0.00002310
7.96426547	0.00002558
7.97532190	0.00002875
7.98637833	0.00002998
7.99743475	0.00002764
8.00849118	0.00002254
8.01954761	0.00001705
8.03060404	0.00001296
8.04166047	0.00001060
8.05271690	0.00000945
8.06377332	0.00000878
8.07482975	0.00000783
8.08588618	0.00000620
8.09694261	0.00000421
8.10799904	0.00000270
8.11905547	0.00000238
8.13011189	0.00000347
8.14116832	0.00000555
8.15222475	0.00000781
8.16328118	0.00000946
8.17433761	0.00001005
8.18539404	0.00000950
8.19645047	0.00000789
8.20750689	0.00000561
8.21856332	0.00000339
8.22961975	0.00000199
8.24067618	0.00000182
8.25173261	0.00000285
8.26278904	0.00000461
8.27384546	0.00000613
8.28490189	0.00000646
8.29595832	0.00000536
8.30701475	0.00000350
8.31807118	0.00000180
8.32912761	0.00000073
8.34018404	0.00000023
8.35124046	0.00000006
8.36229689	0.00000001
8.37335332	0.00000000
8.38440975	0.00000000
8.39546618	0.00000000
8.40652261	0.00000000
8.41757903	0.00000001
8.42863546	0.00000003
8.43969189	0.00000015
8.45074832	0.00000056
8.46180475	0.00000167
8.47286118	0.00000397
8.48391760	0.00000758
8.49497403	0.00001186
8.50603046	0.00001556
8.51708689	0.00001780
8.52814332	0.00001849
8.53919975	0.00001791
8.55025618	0.00001625
8.56131260	0.00001392
8.57236903	0.00001163
8.58342546	0.00000973
8.59448189	0.00000788
8.60553832	0.00000571
8.61659475	0.00000348
8.62765117	0.00000172
8.63870760	0.00000067
8.64976403	0.00000021
8.66082046	0.00000005
8.67187689	0.00000001
8.68293332	0.00000000
8.69398974	0.00000001
8.70504617	0.00000004
8.71610260	0.00000016
8.72715903	0.00000054
8.73821546	0.00000142
8.74927189	0.00000296
8.76032832	0.00000486
8.77138474	0.00000628
8.78244117	0.00000640
8.79349760	0.00000522
8.80455403	0.00000364
8.81561046	0.00000281
8.82666689	0.00000328
8.83772331	0.00000474
8.84877974	0.00000616
8.85983617	0.00000648
8.87089260	0.00000538
8.88194903	0.00000352
8.89300546	0.00000181
8.90406188	0.00000073
8.91511831	0.00000023
8.92617474	0.00000006
8.93723117	0.00000001
8.94828760	0.00000000
8.95934403	0.00000000
8.97040046	0.00000000
8.98145688	0.00000000
8.99251331	0.00000000
9.00356974	0.00000000
9.01462617	0.00000000
9.02568260	0.00000000
9.03673903	0.00000000
9.04779545	0.00000000
9.05885188	0.00000000
9.06990831	0.00000000
9.08096474	0.00000000
9.09202117	0.00000000
9.10307760	0.00000000
9.11413403	0.00000002
9.12519045	0.00000010
9.13624688	0.00000036
9.14730331	0.00000104
9.15835974	0.00000236
9.16941617	0.00000421
9.18047260	0.00000591
9.19152902	0.00000652
9.20258545	0.00000565
9.21364188	0.00000386
9.22469831	0.00000207
9.23575474	0.00000088
9.24681117	0.00000029
9.25786759	0.00000008
9.26892402	0.00000002
9.27998045	0.00000000
9.29103688	0.00000000
9.30209331	0.00000000
9.31314974	0.00000000
9.32420617	0.00000000
9.33526259	0.00000000
9.34631902	0.00000000
9.35737545	0.00000000
9.36843188	0.00000000
9.37948831	0.00000000
9.39054474	0.00000000
9.40160116	0.00000000
9.41265759	0.00000000
9.42371402	0.00000001
9.43477045	0.00000003
9.44582688	0.00000014
9.45688331	0.00000048
9.46793973	0.00000129
9.47899616	0.00000277
9.49005259	0.00000466
9.50110902	0.00000618
9.51216545	0.00000644
9.52322188	0.00000528
9.53427831	0.00000340
9.54533473	0.00000173
9.55639116	0.00000069
9.56744759	0.00000022
9.57850402	0.00000005
9.58956045	0.00000001
9.60061688	0.00000000
9.61167330	0.00000000
9.62272973	0.00000001
9.63378616	0.00000005
9.64484259	0.00000023
9.65589902	0.00000086
9.66695545	0.00000261
9.67801187	0.00000618
9.68906830	0.00001154
9.70012473	0.00001702
9.71118116	0.00001995
9.72223759	0.00001893
9.73329402	0.00001529
9.74435045	0.00001162
9.75540687	0.00000924
9.76646330	0.00000759
9.77751973	0.00000575
9.78857616	0.00000367
9.79963259	0.00000189
9.81068902	0.00000080
9.82174544	0.00000040
9.83280187	0.00000058
9.84385830	0.00000140
9.85491473	0.00000293
9.86597116	0.00000484
9.87702759	0.00000633
9.88808402	0.00000668
9.89914044	0.00000600
9.91019687	0.00000530
9.92125330	0.00000545
9.93230973	0.00000627
9.94336616	0.00000671
9.95442259	0.00000599
9.96547901	0.00000437
9.97653544	0.00000286
9.98759187	0.00000254
9.99864830	0.00000403
10.00970473	0.00000722
10.02076116	0.00001101
10.03181758	0.00001359
10.04287401	0.00001385
10.05393044	0.00001235
10.06498687	0.00001047
10.07604330	0.00000884
10.08709973	0.00000712
10.09815616	0.00000504
10.10921258	0.00000301
10.12026901	0.00000166
10.13132544	0.00000137
10.14238187	0.00000219
10.15343830	0.00000385
10.16449473	0.00000563
10.17555115	0.00000651
10.18660758	0.00000593
10.19766401	0.00000425
10.20872044	0.00000240
10.21977687	0.00000106
10.23083330	0.00000037
10.24188972	0.00000010
10.25294615	0.00000002
10.26400258	0.00000000
10.27505901	0.00000000
10.28611544	0.00000001
10.29717187	0.00000005
10.30822830	0.00000019
10.31928472	0.00000062
10.33034115	0.00000160
10.34139758	0.00000323
10.35245401	0.00000512
10.36351044	0.00000638
10.37456687	0.00000627
10.38562329	0.00000484
10.39667972	0.00000294
10.40773615	0.00000140
10.41879258	0.00000053
10.42984901	0.00000016
10.44090544	0.00000004
10.45196186	0.00000001
10.46301829	0.00000000
10.47407472	0.00000000
10.48513115	0.00000000
10.49618758	0.00000000
10.50724401	0.00000000
10.51830044	0.00000000
10.52935686	0.00000000
10.54041329	0.00000000
10.55146972	0.00000000
10.56252615	0.00000000
10.57358258	0.00000000
10.58463901	0.00000000
10.59569543	0.00000000
10.60675186	0.00000000
10.61780829	0.00000000
10.62886472	0.00000000
10.63992115	0.00000000
10.65097758	0.00000000
10.66203401	0.00000000
10.67309043	0.00000000
10.68414686	0.00000000
10.69520329	0.00000000
10.70625972	0.00000000
10.71731615	0.00000000
10.72837258	0.00000000
10.73942900	0.00000000
10.75048543	0.00000000
10.76154186	0.00000000
10.77259829	0.00000000
10.78365472	0.00000000
10.79471115	0.00000000
10.80576757	0.00000000
10.81682400	0.00000000
10.82788043	0.00000000
10.83893686	0.00000000
10.84999329	0.00000000
10.86104972	0.00000000
10.87210615	0.00000000
10.88316257	0.00000000
10.89421900	0.00000000
10.90527543	0.00000000
10.91633186	0.00000000
10.92738829	0.00000000
10.93844472	0.00000000
10.94950114	0.00000000
10.96055757	0.00000000
10.97161400	0.00000002
10.98267043	0.00000009
10.99372686	0.00000032
11.00478329	0.00000096
11.01583971	0.00000221
11.02689614	0.00000404
11.03795257	0.00000578
11.04900900	0.00000652
