# Ensemble Average Results:
#      Step      Time(ps)      <Temp>      Temp_std         <P>         P_std        <PE>        PE_std        <KE>        KE_std       <Etot>      Etot_std       <Vol>       Vol_std     <Density>   Density_std
    519000.0       1038.0     499.970000       7.222601    3388.752840     672.470717  -21327.235547      12.988212     258.762613       3.738486  -21068.472934      13.329801  116071.444000       0.001953       2.960142       0.000000
    520000.0       1040.0     497.840000       5.839558    2685.570000     639.460353  -21328.508594       9.257724     257.660829       3.021803  -21070.847764      11.322310  116071.444000       0.001953       2.960142       0.000000
    521000.0       1042.0     453.304000       7.866828    2987.643200     586.325320  -21357.281641      13.492227     234.611782       4.071171  -21122.669859      12.285879  116071.444000       0.001953       2.960142       0.000000
    522000.0       1044.0     454.304000       2.749477    2556.056220     578.808009  -21357.771875      13.878450     235.128253       1.424055  -21122.643622      14.231678  116071.444000       0.001953       2.960142       0.000000
    523000.0       1046.0     446.422000       5.151696    2851.665980     432.050222  -21359.849610      10.661581     231.049631       2.665847  -21128.799979      11.929431  116071.444000       0.001953       2.960142       0.000000
    524000.0       1048.0     446.936000       3.879879    2588.534760     206.937151  -21361.273437      11.278362     231.314097       2.007392  -21129.959340      12.474696  116071.444000       0.001953       2.960142       0.000000
    525000.0       1050.0     450.996000       5.469145    3130.784660     461.361974  -21360.714844      11.846173     233.415775       2.829313  -21127.299069      13.898532  116071.444000       0.001953       2.960142       0.000000
    526000.0       1052.0     402.584000       4.077478    2618.897260     565.632816  -21385.102734      12.096720     208.359940       2.110441  -21176.742795      12.341803  116071.444000       0.001953       2.960142       0.000000
    527000.0       1054.0     402.132000       3.008431    2204.766520     369.452432  -21388.553125      12.772908     208.126759       1.556729  -21180.426366      13.529318  116071.444000       0.001953       2.960142       0.000000
    528000.0       1056.0     399.972000       4.476420    2720.528520     244.635401  -21389.698047       9.580179     207.007727       2.316926  -21182.690320      11.641433  116071.444000       0.001953       2.960142       0.000000
    529000.0       1058.0     399.120000       3.488857    2913.906640     379.179811  -21388.894141      10.994957     206.567586       1.806001  -21182.326554      12.307038  116071.444000       0.001953       2.960142       0.000000
    530000.0       1060.0     398.364000       6.119110    2609.230840     406.767688  -21391.193750      11.740174     206.175961       3.166467  -21185.017790       9.578462  116071.444000       0.001953       2.960142       0.000000
    531000.0       1062.0     352.900000       4.704844    2235.583020     438.420948  -21419.117969      11.436434     182.645507       2.433942  -21236.472461      13.030777  116071.444000       0.001953       2.960142       0.000000
    532000.0       1064.0     350.082000       1.823441    2513.476940     412.460046  -21419.967578      10.075806     181.187247       0.943319  -21238.780331      10.919099  116071.444000       0.001953       2.960142       0.000000
    533000.0       1066.0     348.876000       3.832386    2567.757740     298.936724  -21420.328125       8.872424     180.562897       1.983700  -21239.765228       7.596380  116071.444000       0.001953       2.960142       0.000000
    534000.0       1068.0     348.166000       3.896114    2522.458500     696.822291  -21419.070703       9.390587     180.196464       2.016096  -21238.874239       8.318332  116071.444000       0.001953       2.960142       0.000000
    535000.0       1070.0     351.950000       3.872730    2578.629600     777.353725  -21422.006641      10.781294     182.154011       2.004654  -21239.852629      10.032441  116071.444000       0.001953       2.960142       0.000000
    536000.0       1072.0     301.276000       4.125174    2404.412240     630.911025  -21448.178515      10.990353     155.927553       2.134705  -21292.250962      10.571851  116071.444000       0.001953       2.960142       0.000000
    537000.0       1074.0     299.316000       3.646185    2180.813260     282.751488  -21451.417969      12.140319     154.913283       1.887368  -21296.504685      12.607042  116071.444000       0.001953       2.960142       0.000000
    538000.0       1076.0     297.500000       3.532982    2651.849860     255.572038  -21451.167187      11.625480     153.972620       1.828634  -21297.194568      12.488707  116071.444000       0.001953       2.960142       0.000000
    539000.0       1078.0     298.898000       3.667846    2104.038480     180.875373  -21451.183594      12.052979     154.696084       1.898661  -21296.487510      12.062933  116071.444000       0.001953       2.960142       0.000000
    540000.0       1080.0     301.002000       2.499259    2261.518960     357.451941  -21451.048828      12.065278     155.785844       1.292791  -21295.262984      13.194644  116071.444000       0.001953       2.960142       0.000000
